Date,META,MSFT,NVDA,TSLA
2025-06-05,683.0750732421875,466.0401611328125,139.964599609375,284.70001220703125
2025-06-06,696.1355590820312,468.730712890625,141.69427490234375,295.1400146484375
2025-06-09,692.4937744140625,471.0924072265625,142.6041259765625,308.5799865722656
2025-06-10,700.8150024414062,469.2688293457031,143.9338836669922,326.0899963378906
2025-06-11,692.5736083984375,470.9628601074219,142.81399536132812,326.42999267578125
2025-06-12,691.79541015625,477.1909484863281,144.98374938964844,319.1099853515625
2025-06-13,681.3291015625,473.2946472167969,141.95408630371094,325.30999755859375
2025-06-16,701.0746459960938,477.46002197265625,144.6737823486328,329.1300048828125
2025-06-17,696.19189453125,476.3638610839844,144.1038360595703,316.3500061035156
2025-06-18,694.7340698242188,478.5561218261719,145.46368408203125,322.04998779296875
2025-06-20,681.3341064453125,475.7261047363281,143.83387756347656,322.1600036621094
2025-06-23,697.4900512695312,484.2959289550781,144.15383911132812,348.67999267578125
2025-06-24,711.1396484375,488.3915100097656,147.88340759277344,340.4700012207031
2025-06-25,707.6248779296875,490.5439453125,154.29270935058594,327.54998779296875
2025-06-26,725.009033203125,495.705810546875,155.00262451171875,325.7799987792969
2025-06-27,732.5377197265625,494.20111083984375,157.73231506347656,323.6300048828125
2025-06-30,736.9910888671875,495.66595458984375,157.97230529785156,317.6600036621094
2025-07-01,718.149169921875,490.3247375488281,153.2828369140625,300.7099914550781
2025-07-02,712.5076293945312,489.36810302734375,157.2323760986328,315.6499938964844
2025-07-03,717.9395141601562,497.0909423828125,159.3221435546875,315.3500061035156
2025-07-07,717.2804565429688,495.974853515625,158.22227478027344,293.94000244140625
2025-07-08,719.5970458984375,494.8786926269531,159.98207092285156,297.80999755859375
2025-07-09,731.6890258789062,501.74456787109375,162.86175537109375,295.8800048828125
2025-07-10,726.1572265625,499.7216796875,164.0816192626953,309.8699951171875
2025-07-11,716.4417114257812,501.55523681640625,164.90151977539062,313.510009765625
2025-07-14,719.8466796875,501.2562561035156,164.05162048339844,316.8999938964844
2025-07-15,709.3323364257812,504.04644775390625,170.6808624267578,310.7799987792969
2025-07-16,701.8634643554688,503.8471374511719,171.35079956054688,321.6700134277344
2025-07-17,700.3656616210938,509.9058532714844,172.98062133789062,319.4100036621094
2025-07-18,703.2314453125,508.2616271972656,172.39068603515625,329.6499938964844
2025-07-21,711.9085083007812,508.2715759277344,171.36080932617188,328.489990234375
2025-07-22,703.7606811523438,503.4983825683594,167.01129150390625,332.1099853515625
2025-07-23,712.5176391601562,504.0962829589844,170.7608642578125,332.55999755859375
2025-07-24,713.7357177734375,509.0887145996094,173.7205352783203,305.29998779296875
2025-07-25,711.6189575195312,511.9088439941406,173.48056030273438,316.05999755859375
2025-07-28,716.5615844726562,510.7030334472656,176.73019409179688,325.5899963378906
2025-07-29,698.9578247070312,510.7727966308594,175.49032592773438,321.20001220703125
2025-07-30,694.1749877929688,511.4404296875,179.2499237060547,319.0400085449219
2025-07-31,772.2884521484375,531.62939453125,177.85006713867188,308.2699890136719
2025-08-01,748.8933715820312,522.2723388671875,173.70053100585938,302.6300048828125
2025-08-04,775.2140502929688,533.7619018554688,179.97982788085938,309.260009765625
2025-08-05,762.3233642578125,525.8995361328125,178.24002075195312,308.7200012207031
2025-08-06,770.8406372070312,523.0994262695312,179.39988708496094,319.9100036621094
2025-08-07,760.6957397460938,519.0138549804688,180.749755859375,322.2699890136719
2025-08-08,768.1546630859375,520.2095947265625,182.6795196533203,329.6499938964844
2025-08-11,764.7296752929688,519.9405517578125,182.0395965576172,339.0299987792969
2025-08-12,788.8237915039062,527.3843383789062,183.1394805908203,340.8399963378906
2025-08-13,778.9186401367188,518.7547607421875,181.5696563720703,339.3800048828125
2025-08-14,780.9655151367188,520.6480102539062,181.99960327148438,335.5799865722656
2025-08-15,784.0609130859375,518.3461303710938,180.42977905273438,330.55999755859375
2025-08-18,766.2274780273438,515.286865234375,181.98959350585938,335.1600036621094
2025-08-19,750.3611450195312,507.98260498046875,175.6203155517578,329.30999755859375
2025-08-20,746.6067504882812,503.9468078613281,175.38034057617188,323.8999938964844
2025-08-21,737.9995727539062,503.2980041503906,174.96038818359375,320.1099853515625
2025-08-22,753.6661987304688,506.2824401855469,177.97006225585938,340.010009765625
2025-08-25,752.1784057617188,503.3179931640625,179.78985595703125,346.6000061035156
2025-08-26,752.9772338867188,501.1021423339844,181.7496337890625,351.6700134277344
2025-08-27,746.2672729492188,505.7933349609375,181.57965087890625,349.6000061035156
2025-08-28,749.99169921875,508.68792724609375,180.14981079101562,345.9800109863281
2025-08-29,737.6001586914062,505.7434387207031,174.1604766845703,333.8699951171875
2025-09-02,734.0155029296875,504.1763610839844,170.7608642578125,329.3599853515625
2025-09-03,735.95263671875,504.40594482421875,170.60089111328125,334.0899963378906
2025-09-04,747.535400390625,507.02105712890625,171.64077758789062,338.5299987792969
2025-09-05,751.3297729492188,494.0752868652344,167.0012969970703,350.8399963378906
2025-09-08,751.179931640625,497.2693176269531,168.2911376953125,346.3999938964844
2025-09-09,764.5599975585938,497.4789123535156,170.74085998535156,346.9700012207031
2025-09-10,750.8604125976562,499.43524169921875,177.3101348876953,347.7900085449219
2025-09-11,749.7820434570312,500.0740661621094,177.16014099121094,368.80999755859375
2025-09-12,754.465087890625,508.94744873046875,177.8101043701172,395.94000244140625
2025-09-15,763.5614624023438,514.397216796875,177.74009704589844,410.0400085449219
2025-09-16,777.8401489257812,508.08905029296875,174.87026977539062,421.6199951171875
2025-09-17,774.5650634765625,509.06719970703125,170.280517578125,425.8599853515625
2025-09-18,779.0883178710938,507.5001525878906,176.23019409179688,416.8500061035156
2025-09-19,777.2210693359375,516.96240234375,176.66015625,426.07000732421875
2025-09-22,764.5364379882812,513.4889526367188,183.5997772216797,434.2099914550781
2025-09-23,754.784423828125,508.2787170410156,178.42005920410156,425.8500061035156
2025-09-24,760.0401000976562,509.19696044921875,176.96014404296875,442.7900085449219
2025-09-25,748.2996826171875,506.0827941894531,177.68011474609375,423.3900146484375
2025-09-26,743.1439208984375,510.5045166015625,178.18008422851562,440.3999938964844
2025-09-29,742.794189453125,513.6386108398438,181.8398895263672,443.2099914550781
2025-09-30,733.7815551757812,516.982421875,186.56961059570312,444.7200012207031
2025-10-01,716.7554321289062,518.7391357421875,187.22958374023438,459.4599914550781
2025-10-02,726.45751953125,514.7765502929688,188.87948608398438,436.0
2025-10-03,709.98095703125,516.3834838867188,187.6095428466797,429.8299865722656
2025-10-06,715.0767822265625,527.5825805664062,185.5296630859375,453.25
2025-10-07,712.4989013671875,523.0010986328125,185.02969360351562,433.0899963378906
2025-10-08,717.2550659179688,523.8695068359375,189.09947204589844,438.69000244140625
2025-10-09,732.9122314453125,521.4241333007812,192.5592803955078,435.5400085449219
2025-10-10,704.7252197265625,510.0054626464844,183.14981079101562,413.489990234375
2025-10-13,715.1167602539062,513.0896606445312,188.3095245361328,435.8999938964844
2025-10-14,708.072509765625,512.610595703125,180.0199737548828,429.239990234375
2025-10-15,716.9652709960938,512.4708251953125,179.8199920654297,435.1499938964844
2025-10-16,711.48974609375,510.65423583984375,181.7998809814453,428.75
2025-10-17,716.3357543945312,512.62060546875,183.20980834960938,439.30999755859375
2025-10-20,731.5733032226562,515.8245239257812,182.6298370361328,447.42999267578125
2025-10-21,732.6724853515625,516.6929321289062,181.14991760253906,442.6000061035156
2025-10-22,732.8123168945312,519.5675659179688,180.26995849609375,438.9700012207031
2025-10-23,733.40185546875,519.5875244140625,182.1498565673828,448.9800109863281
2025-10-24,737.75830078125,522.6318359375,186.24961853027344,433.7200012207031
2025-10-27,750.2081298828125,530.527099609375,191.47933959960938,452.4200134277344
2025-10-28,750.82763671875,541.057373046875,201.01881408691406,460.54998779296875
2025-10-29,751.0574340820312,540.538330078125,207.02847290039062,461.510009765625
2025-10-30,665.9268798828125,524.77783203125,202.8787078857422,440.1000061035156
2025-10-31,647.8216552734375,516.8426513671875,202.47872924804688,456.55999755859375
2025-11-03,637.1903686523438,516.0641479492188,206.8684844970703,468.3699951171875
2025-11-04,626.8087768554688,513.3692016601562,198.67893981933594,444.260009765625
